Oraj?n Zaman? Y?l-Ay-G?n SA:DA:SN.SL|Enlem: WGS84 ondal?k derece|Boylam: WGS84 ondal?k derece|Oraj Y?kseklik Km.|Ak?m Miktar? kA|Oraj|Mesafe(KM)
2015-02-06 12:10:40.996|37.5311000|43.4606000|0|-6|?im?ek|35.5
2015-02-10 14:16:45.115|37.6301000|43.7324000|0|-13|Y?ld?r?m|28.0
2015-02-10 08:06:15.482|37.4589000|44.3440000|0|31|Y?ld?r?m|46.6
2015-02-10 13:31:59.976|37.5928000|44.0626000|0|-56|Y?ld?r?m|31.1
2015-02-10 07:25:20.560|37.1182000|44.0328000|0|-30|Y?ld?r?m|35.2
2015-02-10 08:16:15.768|37.3196000|43.8974000|0|-12|Y?ld?r?m|10.1
2015-02-10 12:51:00.939|37.0706000|43.4713000|0|-20|Y?ld?r?m|46.8
2015-02-10 15:26:58.208|37.4910000|44.1267000|0|-34|Y?ld?r?m|29.2
2015-02-10 14:14:15.649|37.5984000|43.8228000|0|-16|Y?ld?r?m|23.4
2015-02-10 14:54:35.686|37.5286000|43.8764000|0|-94|Y?ld?r?m|16.4
2015-02-10 07:47:40.489|37.1319000|43.8804000|0|71|Y?ld?r?m|28.9
2015-02-10 01:48:32.407|37.0499000|43.8678000|0|32|Y?ld?r?m|37.7
2015-02-10 02:00:28.837|37.2666000|44.0179000|0|37|?im?ek|21.9
2015-02-10 02:40:28.744|37.2484000|44.0562000|0|34|Y?ld?r?m|25.8
2015-02-09 15:34:47.093|37.2128000|43.8313000|0|20|Y?ld?r?m|19.4
2015-02-09 15:58:32.741|37.1737000|43.7872000|0|85|Y?ld?r?m|24.0
2015-02-10 02:03:05.777|36.9733000|44.0320000|0|-40|Y?ld?r?m|49.6
2015-02-10 04:40:19.571|37.2157000|44.3387000|0|18|Y?ld?r?m|49.3
2015-02-10 03:30:03.143|37.2861000|43.4768000|0|37|Y?ld?r?m|32.4
2015-02-09 16:03:40.380|37.4567000|43.4031000|25|-69|?im?ek|37.6
2015-02-09 16:09:59.759|37.1488000|44.2741000|0|22|Y?ld?r?m|47.8
2015-02-10 06:43:43.737|37.6153000|44.2087000|0|24|Y?ld?r?m|42.4
2015-02-09 19:59:09.955|37.6418000|43.4407000|0|24|Y?ld?r?m|43.8
2015-02-09 14:54:49.974|37.4141000|43.2964000|12|15|?im?ek|46.3
2015-02-09 15:02:20.911|37.3326000|43.6835000|0|23|Y?ld?r?m|13.6
2015-02-09 15:05:58.679|37.4594000|43.3366000|0|14|Y?ld?r?m|43.4
2015-02-09 17:28:12.054|37.0717000|43.9383000|0|-32|Y?ld?r?m|36.6
2015-02-09 17:32:37.215|36.9862000|44.0238000|0|26|?im?ek|48.0
2015-02-09 18:09:27.002|37.3425000|44.1410000|0|-43|Y?ld?r?m|28.5
2015-02-10 03:54:11.885|37.1046000|43.6277000|0|21|Y?ld?r?m|35.8
2015-02-09 16:41:29.232|37.3547000|44.1399000|0|22|Y?ld?r?m|28.2
2015-02-09 18:24:50.102|37.2128000|43.3976000|0|-55|Y?ld?r?m|42.1
2015-02-10 05:17:47.037|36.9639000|43.7741000|10|-12|?im?ek|47.2
2015-02-09 15:10:08.924|37.4296000|43.2740000|13|15|?im?ek|48.4
2015-02-09 23:02:30.649|36.9798000|43.6410000|0|16|Y?ld?r?m|48.0
2015-02-10 03:59:18.474|37.1469000|43.4304000|0|-19|Y?ld?r?m|43.6
2015-02-09 16:48:01.142|37.2946000|43.3097000|0|18|Y?ld?r?m|46.2
2015-02-09 16:54:44.654|37.2958000|43.4172000|0|30|Y?ld?r?m|37.0
2015-02-09 16:58:08.837|37.3756000|43.8949000|0|-26|Y?ld?r?m|6.6
2015-02-09 20:31:04.649|37.2576000|44.0048000|0|-22|Y?ld?r?m|21.6
2015-02-10 00:37:38.911|37.2870000|43.5980000|0|-26|Y?ld?r?m|22.6
2015-02-11 05:38:37.592|37.0127000|43.7913000|0|27|Y?ld?r?m|41.7
2015-02-11 05:44:00.566|36.9796000|43.7964000|0|15|?im?ek|45.4
2015-02-11 06:33:18.476|37.1425000|43.6705000|0|-20|Y?ld?r?m|30.3
2015-02-11 06:33:18.724|37.3231000|43.4102000|0|27|Y?ld?r?m|36.9
2015-02-11 05:05:07.826|37.5290000|43.4019000|0|-28|Y?ld?r?m|40.1
2015-02-11 07:02:17.687|37.1193000|43.9447000|0|30|Y?ld?r?m|31.7
2015-02-11 07:03:50.369|37.3414000|43.7240000|0|-13|Y?ld?r?m|10.0
2015-02-11 08:05:41.491|37.5673000|43.7530000|0|23|?im?ek|20.8
2015-02-11 04:26:23.831|37.0430000|44.1542000|0|-23|Y?ld?r?m|48.2
2015-02-11 04:27:51.193|37.5551000|43.6912000|0|-32|Y?ld?r?m|21.8
2015-02-11 04:31:47.732|37.2885000|43.6291000|0|22|Y?ld?r?m|20.2
2015-02-11 08:45:57.092|37.0159000|43.9767000|0|27|Y?ld?r?m|43.5
2015-02-11 08:50:10.307|37.1100000|43.6568000|0|94|Y?ld?r?m|34.1
2015-02-11 11:15:54.647|37.5330000|43.6061000|0|-12|Y?ld?r?m|24.9
2015-02-11 07:18:57.007|37.1465000|43.6538000|15|-10|?im?ek|30.6
2015-02-11 07:20:33.585|37.1181000|43.8756000|0|37|Y?ld?r?m|30.3
2015-02-11 09:08:59.186|37.1078000|43.5216000|0|20|Y?ld?r?m|40.8
2015-02-11 03:26:44.892|37.0427000|43.6585000|0|-48|Y?ld?r?m|40.9
2015-02-11 03:59:57.365|37.2198000|43.3326000|0|-41|Y?ld?r?m|46.9
2015-02-11 04:03:24.752|37.1351000|43.4570000|12|-16|?im?ek|42.6
2015-02-11 06:06:30.306|37.4925000|43.7871000|0|-16|?im?ek|12.0
2015-02-11 09:33:30.654|37.0683000|43.4464000|19|11|?im?ek|48.5
2015-02-11 07:32:15.874|37.2603000|43.2816000|0|-32|Y?ld?r?m|49.6
2015-02-11 07:34:45.721|37.2262000|43.9506000|0|18|?im?ek|21.2
2015-02-11 08:41:19.915|37.1837000|43.6430000|0|35|Y?ld?r?m|27.6
2015-02-11 19:00:10.886|37.1098000|43.9900000|0|-36|Y?ld?r?m|34.2
2015-02-11 21:30:07.225|37.7303000|44.0337000|0|-16|?im?ek|42.3
2015-02-12 11:00:45.188|37.3325000|43.9048000|0|-17|Y?ld?r?m|9.5
2015-02-17 12:54:34.686|37.0254000|43.6425000|0|91|Y?ld?r?m|43.2
2015-02-20 01:56:31.863|37.1466000|43.9968000|0|10|Y?ld?r?m|30.9
2015-02-20 12:41:54.277|37.4840000|44.1272000|0|-13|Y?ld?r?m|28.9
2015-02-20 17:06:32.485|37.2706000|44.2842000|0|-15|?im?ek|42.7
2015-02-20 13:20:04.547|37.5930000|43.7918000|0|-16|Y?ld?r?m|22.9
2015-02-20 12:34:11.534|37.4380000|44.0799000|0|-25|Y?ld?r?m|23.4
2015-02-26 17:34:40.383|37.7798000|43.8142000|0|-8|Y?ld?r?m|43.5
2015-03-02 10:32:38.212|37.4253000|43.3924000|0|4|Y?ld?r?m|38.0
2015-03-02 11:07:22.299|37.5949000|43.9392000|0|-10|Y?ld?r?m|25.2
2015-03-02 11:13:44.792|36.9990000|43.5517000|15|-22|?im?ek|49.3
2015-03-02 12:05:08.991|37.0309000|43.7341000|0|-12|Y?ld?r?m|40.4
2015-03-02 20:11:52.818|37.0327000|43.8632000|0|-9|Y?ld?r?m|39.6
2015-03-02 12:54:11.879|37.1774000|43.7154000|0|11|Y?ld?r?m|25.2
2015-03-02 09:31:38.502|37.0461000|43.5128000|0|-5|Y?ld?r?m|46.7
2015-03-02 10:31:30.779|37.4506000|43.4221000|0|25|Y?ld?r?m|35.9
2015-03-02 10:46:10.248|36.9842000|43.6487000|10|-7|?im?ek|47.3
2015-03-02 10:40:20.111|37.2875000|43.8570000|0|-7|Y?ld?r?m|11.6
2015-03-02 10:54:23.471|37.3110000|43.5205000|0|-10|Y?ld?r?m|27.8
2015-03-02 11:24:05.328|37.5393000|43.6001000|14|9|?im?ek|25.8
2015-03-02 11:29:41.209|37.3963000|43.3529000|0|-10|Y?ld?r?m|41.3
2015-03-02 12:29:40.163|37.1241000|43.5606000|0|14|Y?ld?r?m|37.2
2015-03-02 12:29:46.740|37.1297000|43.8840000|0|25|Y?ld?r?m|29.2
2015-03-02 11:29:14.487|37.3126000|43.3207000|6|-6|?im?ek|44.9
2015-03-02 08:45:52.070|37.6837000|43.6917000|18|8|?im?ek|34.8
2015-03-02 10:37:03.417|37.1705000|43.6078000|0|10|Y?ld?r?m|30.6
2015-03-02 11:11:33.459|37.2007000|43.8809000|13|28|?im?ek|21.4
2015-03-02 11:36:44.198|36.9907000|43.8634000|7|6|?im?ek|44.2
2015-03-02 09:50:42.506|37.0994000|43.9550000|0|-5|Y?ld?r?m|34.1
2015-03-02 10:04:23.730|37.0256000|43.4978000|0|7|Y?ld?r?m|49.3
2015-03-02 12:39:21.584|37.1977000|43.3541000|0|9|Y?ld?r?m|46.2
2015-03-02 10:50:42.255|37.3371000|43.4253000|0|12|Y?ld?r?m|35.3
2015-03-02 10:15:43.887|37.0041000|43.5744000|0|9|Y?ld?r?m|47.8
2015-03-02 10:18:49.809|37.0670000|43.5252000|0|-17|Y?ld?r?m|44.1
2015-03-02 09:52:36.079|37.2286000|43.4435000|0|-25|Y?ld?r?m|37.7
2015-03-03 11:11:15.881|36.9753000|43.6529000|0|-8|Y?ld?r?m|48.1
2015-03-03 11:30:30.582|37.4844000|44.1556000|0|-8|Y?ld?r?m|31.3
2015-03-04 09:37:55.275|37.2933000|43.4030000|0|6|Y?ld?r?m|38.3
2015-03-04 09:55:16.548|37.6185000|43.6716000|0|8|Y?ld?r?m|28.8
2015-03-04 09:35:21.223|37.5687000|44.3201000|6|-5|?im?ek|48.2
2015-03-04 12:23:33.694|37.5459000|43.5967000|0|7|Y?ld?r?m|26.5
2015-03-03 11:55:03.589|37.5060000|43.3750000|8|-4|?im?ek|41.4
2015-03-03 11:55:15.940|37.5129000|43.5585000|0|-16|Y?ld?r?m|27.0
2015-03-04 11:04:00.663|37.6556000|43.7640000|0|-8|Y?ld?r?m|30.2
2015-03-04 11:07:16.600|37.4871000|43.5755000|0|11|Y?ld?r?m|24.3
2015-03-03 16:22:34.625|37.5032000|43.9333000|26|10|?im?ek|16.1
2015-03-03 09:43:37.097|37.3229000|43.4329000|0|-12|Y?ld?r?m|35.0
2015-03-03 09:43:37.217|37.1007000|43.5355000|0|15|Y?ld?r?m|40.6
2015-03-03 08:57:22.611|37.2307000|43.2981000|0|-11|Y?ld?r?m|49.3
2015-03-04 11:44:49.359|37.5538000|43.7198000|0|7|Y?ld?r?m|20.5
2015-03-03 09:26:58.718|37.0197000|43.8093000|0|271|Y?ld?r?m|40.9
2015-03-03 09:26:58.719|37.0733000|43.5514000|0|-11|Y?ld?r?m|42.2
2015-03-03 10:27:36.540|37.1295000|43.4396000|0|8|Y?ld?r?m|44.2
2015-03-04 14:07:42.039|37.4031000|43.3069000|16|13|?im?ek|45.3
2015-03-03 12:39:57.449|37.4982000|43.4171000|0|-10|Y?ld?r?m|37.7
2015-03-03 09:20:42.543|36.9810000|43.8022000|0|279|Y?ld?r?m|45.2
2015-03-03 11:04:08.963|37.2282000|43.3657000|0|4|Y?ld?r?m|43.9
2015-03-03 11:15:55.707|37.0620000|43.4797000|0|10|Y?ld?r?m|47.1
2015-03-04 10:42:04.916|37.4715000|43.5720000|0|26|Y?ld?r?m|23.9
2015-03-04 10:42:31.892|37.2288000|43.3651000|0|-37|Y?ld?r?m|43.9
2015-03-03 18:30:06.853|37.1829000|43.4111000|0|6|Y?ld?r?m|42.7
2015-03-04 09:08:36.463|37.7785000|43.6958000|0|-8|?im?ek|44.8
2015-03-04 10:24:51.238|37.2766000|43.4291000|14|8|?im?ek|36.7
2015-03-03 10:48:54.392|36.9765000|43.6061000|0|-15|Y?ld?r?m|49.4
2015-03-03 10:48:54.420|36.9682000|43.6233000|0|-11|Y?ld?r?m|49.7
2015-03-03 09:32:30.354|37.0164000|43.6079000|12|8|?im?ek|45.3
2015-03-03 10:31:32.016|37.1121000|43.3768000|0|5|Y?ld?r?m|49.7
2015-03-03 07:28:13.434|37.6521000|43.7133000|0|-7|Y?ld?r?m|30.9
2015-03-03 10:04:32.508|37.2607000|43.5600000|0|-52|Y?ld?r?m|27.0
2015-03-03 11:19:33.810|37.4126000|43.4085000|0|-22|Y?ld?r?m|36.5
2015-03-03 12:00:21.712|36.9409000|43.7711000|0|5|Y?ld?r?m|49.8
2015-03-03 14:09:33.329|37.5083000|43.4375000|0|6|Y?ld?r?m|36.4
2015-03-05 12:56:52.035|37.4279000|43.8121000|0|-7|Y?ld?r?m|4.5
2015-03-03 09:22:03.334|37.2115000|44.1444000|0|-15|Y?ld?r?m|34.5
2015-03-03 09:40:09.732|36.9649000|43.8611000|0|-63|Y?ld?r?m|47.1
2015-03-03 09:40:09.732|36.9729000|43.8816000|0|79|Y?ld?r?m|46.4
2015-03-03 09:40:09.749|36.9639000|43.8651000|0|11|Y?ld?r?m|47.2
2015-03-03 09:40:09.851|37.0039000|43.7984000|0|7|Y?ld?r?m|42.7
2015-03-03 10:33:18.331|37.0504000|43.6125000|0|22|Y?ld?r?m|41.7
2015-03-03 13:23:21.148|37.7575000|44.1224000|11|-10|?im?ek|48.8
2015-03-03 08:31:30.730|37.0932000|43.6389000|0|-20|Y?ld?r?m|36.4
2015-03-03 06:38:25.720|37.0768000|43.7188000|0|-31|Y?ld?r?m|35.7
2015-03-03 10:39:05.606|37.1077000|43.3897000|0|-7|Y?ld?r?m|49.1
2015-03-03 11:21:16.124|37.6315000|43.6100000|0|-13|Y?ld?r?m|32.9
2015-03-03 09:54:40.136|37.0059000|43.6547000|0|-43|Y?ld?r?m|44.9
2015-03-03 09:54:40.151|36.9981000|43.6714000|0|-12|Y?ld?r?m|45.2
2015-03-03 09:54:40.163|37.0071000|43.6501000|0|-13|Y?ld?r?m|44.9
2015-03-03 10:06:40.801|37.2932000|44.0539000|0|-16|Y?ld?r?m|23.0
2015-03-03 10:10:39.119|36.9586000|43.9742000|11|-19|?im?ek|49.5
2015-03-03 10:10:39.120|37.7638000|43.5125000|29|-8|?im?ek|49.8
2015-03-03 13:40:14.488|37.2235000|44.3156000|9|-6|?im?ek|47.1
2015-03-03 10:01:11.844|37.5871000|43.6548000|0|-5|Y?ld?r?m|26.6
2015-03-03 10:33:59.872|37.6871000|43.6126000|22|-8|?im?ek|38.0
2015-03-03 10:38:13.977|37.1855000|43.4744000|0|-6|Y?ld?r?m|37.9
2015-03-15 12:58:08.089|37.3840000|44.1423000|0|48|Y?ld?r?m|28.2
2015-03-15 11:40:07.351|37.2926000|43.3277000|0|-9|Y?ld?r?m|44.7
2015-03-15 11:51:46.447|37.2611000|43.3012000|0|42|Y?ld?r?m|47.9
2015-03-15 11:51:56.538|37.2992000|43.3879000|0|19|Y?ld?r?m|39.4
2015-03-15 12:23:45.452|37.3472000|43.3002000|0|48|Y?ld?r?m|46.1
2015-03-15 12:23:45.825|37.3538000|43.3839000|0|-8|Y?ld?r?m|38.7
2015-03-15 12:23:45.829|37.3320000|43.4685000|0|28|Y?ld?r?m|31.7
2015-03-15 12:23:45.893|37.2974000|43.5004000|0|11|Y?ld?r?m|30.0
2015-03-15 12:23:46.529|37.3514000|43.3930000|0|-25|Y?ld?r?m|37.9
2015-03-15 13:40:44.896|37.0971000|43.6579000|0|-6|Y?ld?r?m|35.3
2015-03-15 13:40:45.083|37.0977000|43.6864000|0|19|Y?ld?r?m|34.3
2015-03-15 12:30:54.733|37.3598000|43.2813000|0|-13|Y?ld?r?m|47.7
2015-03-15 12:30:54.744|37.3723000|43.2983000|0|-85|Y?ld?r?m|46.1
2015-03-15 12:30:56.019|37.3556000|43.7606000|0|-22|Y?ld?r?m|6.5
2015-03-15 12:30:56.099|37.3728000|43.7288000|0|-15|Y?ld?r?m|8.3
2015-03-15 11:33:35.547|37.2383000|43.3012000|0|71|Y?ld?r?m|48.7
2015-03-15 10:34:00.075|37.0953000|43.4284000|0|13|Y?ld?r?m|47.5
2015-03-15 11:15:57.909|37.2970000|43.2940000|0|-10|Y?ld?r?m|47.5
2015-03-15 11:15:57.946|37.3018000|43.2959000|0|-16|Y?ld?r?m|47.3
2015-03-15 11:15:57.977|37.2926000|43.2973000|14|-22|?im?ek|47.3
2015-03-15 11:15:58.056|37.3034000|43.2795000|0|-15|Y?ld?r?m|48.6
2015-03-15 13:52:28.779|37.7009000|43.4906000|0|5|Y?ld?r?m|45.4
2015-03-15 11:59:02.124|37.3280000|43.3134000|0|15|Y?ld?r?m|45.2
2015-03-15 11:59:02.837|37.3798000|43.3264000|0|-10|Y?ld?r?m|43.6
2015-03-15 11:59:02.886|37.3786000|43.3330000|0|-7|Y?ld?r?m|43.0
2015-03-15 11:59:03.007|37.3783000|43.3331000|0|-7|Y?ld?r?m|43.0
2015-03-15 12:04:49.076|37.3207000|43.3051000|0|6|Y?ld?r?m|46.1
2015-03-15 12:06:34.847|37.3281000|43.3320000|0|25|Y?ld?r?m|43.6
2015-03-15 12:06:35.151|37.3579000|43.4199000|0|-8|Y?ld?r?m|35.5
2015-03-15 12:07:43.431|37.2575000|43.3071000|17|28|?im?ek|47.5
2015-03-15 12:20:12.614|37.2305000|43.5103000|0|-13|Y?ld?r?m|32.5
2015-03-15 11:35:12.245|37.2613000|43.2878000|0|54|Y?ld?r?m|49.0
2015-03-15 11:35:12.263|37.2603000|43.2957000|13|21|?im?ek|48.4
2015-03-15 11:37:22.367|37.3376000|43.2900000|0|-6|Y?ld?r?m|47.1
2015-03-15 11:37:22.386|37.2711000|43.3203000|0|79|Y?ld?r?m|46.0
2015-03-15 11:37:39.764|37.4249000|43.7211000|0|38|Y?ld?r?m|9.8
2015-03-15 10:54:26.553|37.3574000|43.4859000|0|35|Y?ld?r?m|29.7
2015-03-15 10:57:58.738|37.3642000|43.4213000|0|-6|Y?ld?r?m|35.3
2015-03-15 10:57:59.093|37.3676000|43.4218000|0|-9|Y?ld?r?m|35.3
2015-03-15 12:20:12.628|37.2452000|43.4662000|0|51|Y?ld?r?m|35.1
2015-03-15 12:20:13.032|37.3212000|43.4608000|0|10|Y?ld?r?m|32.6
2015-03-15 12:20:13.760|37.3352000|43.4318000|0|-9|Y?ld?r?m|34.8
2015-03-15 12:40:20.961|37.3783000|43.3264000|16|-76|?im?ek|43.6
2015-03-15 12:40:20.962|37.3792000|43.3079000|0|-50|Y?ld?r?m|45.2
2015-03-15 12:40:20.962|37.4719000|43.2834000|0|-22|Y?ld?r?m|48.3
2015-03-15 12:40:20.963|37.3790000|43.3122000|0|9|Y?ld?r?m|44.9
2015-03-15 12:44:37.191|37.2455000|43.6050000|0|-18|Y?ld?r?m|24.8
2015-03-15 12:44:37.787|37.4102000|43.5880000|0|-39|Y?ld?r?m|20.7
2015-03-15 12:44:37.835|37.4036000|43.5920000|0|-10|Y?ld?r?m|20.3
2015-03-15 12:44:37.901|37.4991000|43.7287000|0|-16|Y?ld?r?m|14.8
2015-03-15 12:44:38.158|37.4082000|43.7503000|0|-12|Y?ld?r?m|6.7
2015-03-15 12:52:21.056|37.3594000|43.4671000|0|18|Y?ld?r?m|31.4
2015-03-15 11:28:14.999|37.2600000|43.2944000|0|-8|Y?ld?r?m|48.5
2015-03-15 11:28:15.000|37.2588000|43.2990000|0|-6|Y?ld?r?m|48.2
2015-03-15 11:28:15.090|37.2747000|43.2928000|0|-25|Y?ld?r?m|48.2
2015-03-15 11:29:42.848|37.2747000|43.3051000|0|7|Y?ld?r?m|47.2
2015-03-15 11:29:42.886|37.2865000|43.2869000|0|51|Y?ld?r?m|48.4
2015-03-15 11:32:16.229|37.2707000|43.2782000|8|37|?im?ek|49.6
2015-03-15 12:50:58.421|37.3449000|43.7723000|9|-17|?im?ek|6.5
2015-03-15 12:50:58.468|37.3237000|43.8144000|0|37|Y?ld?r?m|7.1
2015-03-15 12:50:59.297|37.4450000|43.6931000|0|-8|Y?ld?r?m|13.0
2015-03-15 11:11:27.654|37.4754000|43.3213000|0|-6|Y?ld?r?m|45.1
2015-03-15 11:11:29.061|37.3579000|43.4348000|0|-10|Y?ld?r?m|34.2
2015-03-15 11:11:29.099|37.3583000|43.4346000|0|-8|Y?ld?r?m|34.2
2015-03-15 11:11:29.190|37.3568000|43.4353000|0|-9|Y?ld?r?m|34.2
2015-03-15 11:11:29.459|37.3595000|43.4346000|0|-14|Y?ld?r?m|34.2
2015-03-15 11:11:29.530|37.3571000|43.4352000|0|-15|Y?ld?r?m|34.2
2015-03-15 11:11:29.642|37.3457000|43.4461000|0|-19|Y?ld?r?m|33.4
2015-03-15 11:11:29.698|37.3616000|43.4343000|0|-11|Y?ld?r?m|34.2
2015-03-15 11:11:30.044|37.3797000|43.4102000|0|6|Y?ld?r?m|36.2
2015-03-15 11:18:53.102|37.2960000|43.3163000|0|9|Y?ld?r?m|45.6
2015-03-15 11:18:53.145|37.1957000|43.3287000|0|9|Y?ld?r?m|48.3
2015-03-15 11:18:53.303|37.2947000|43.3190000|0|23|Y?ld?r?m|45.4
2015-03-15 11:18:53.394|37.2748000|43.3377000|0|-31|Y?ld?r?m|44.4
2015-03-15 11:18:53.434|37.2826000|43.3277000|0|-10|Y?ld?r?m|45.0
2015-03-15 11:19:32.475|37.2872000|43.2802000|0|-16|Y?ld?r?m|48.9
2015-03-15 11:19:32.519|37.2788000|43.2711000|0|-11|Y?ld?r?m|49.9
2015-03-15 12:14:57.407|37.1762000|43.5031000|0|-5|Y?ld?r?m|36.6
2015-03-15 10:36:23.305|37.3115000|43.3726000|0|-15|Y?ld?r?m|40.4
2015-03-15 10:36:23.328|37.3003000|43.3937000|0|-10|Y?ld?r?m|38.9
2015-03-15 10:38:00.668|37.3060000|43.3923000|0|-7|Y?ld?r?m|38.9
2015-03-15 10:38:00.748|37.2917000|43.3735000|0|-8|Y?ld?r?m|40.9
2015-03-15 10:38:00.777|37.4617000|43.3297000|6|-6|?im?ek|44.1
2015-03-15 10:38:00.819|37.3073000|43.3773000|0|-13|Y?ld?r?m|40.1
2015-03-15 10:46:47.182|37.7145000|43.6463000|0|-5|Y?ld?r?m|39.4
2015-03-15 10:46:47.654|37.2964000|43.3470000|0|-7|Y?ld?r?m|43.0
2015-03-15 13:37:16.145|37.1119000|43.4001000|0|20|Y?ld?r?m|48.1
2015-03-15 11:46:22.176|37.2898000|43.3375000|0|16|Y?ld?r?m|44.0
2015-03-15 11:58:06.897|37.3082000|43.2884000|0|14|Y?ld?r?m|47.8
2015-03-15 11:27:29.076|37.2435000|43.2929000|0|-11|Y?ld?r?m|49.2
2015-03-15 11:45:10.780|37.2843000|43.3463000|0|-28|Y?ld?r?m|43.4
2015-03-15 12:26:01.650|37.3271000|43.2896000|0|27|Y?ld?r?m|47.3
2015-03-15 10:59:20.551|37.1500000|43.4314000|0|9|Y?ld?r?m|43.3
2015-03-15 11:50:48.236|37.2983000|43.3908000|0|15|Y?ld?r?m|39.2
2015-03-15 10:50:51.419|37.3541000|43.4302000|0|32|Y?ld?r?m|34.7
2015-03-15 11:30:45.332|37.2380000|43.3280000|16|78|?im?ek|46.5
2015-03-15 11:48:18.663|37.2626000|43.3079000|0|-12|Y?ld?r?m|47.3
2015-03-15 11:54:19.271|37.3072000|43.3213000|0|7|Y?ld?r?m|44.9
2015-03-15 11:03:48.344|37.3209000|43.4716000|0|19|Y?ld?r?m|31.7
2015-03-15 11:03:48.721|37.3584000|43.4287000|0|-25|Y?ld?r?m|34.7
2015-03-15 11:03:48.757|37.3585000|43.4197000|0|-8|Y?ld?r?m|35.5
2015-03-15 11:25:23.677|37.2510000|43.2856000|0|6|Y?ld?r?m|49.6
2015-03-15 11:25:23.724|37.2850000|43.2773000|0|12|Y?ld?r?m|49.3
2015-03-15 11:07:49.492|37.2079000|43.3121000|0|-10|Y?ld?r?m|49.1
2015-03-15 12:45:47.751|37.3724000|44.1308000|0|87|Y?ld?r?m|27.2
2015-03-15 12:45:47.751|37.3633000|44.1584000|0|-81|Y?ld?r?m|29.7
2015-03-15 11:42:40.856|37.2778000|43.3729000|0|60|Y?ld?r?m|41.3
2015-03-15 11:42:40.856|37.2971000|43.3505000|0|-47|Y?ld?r?m|42.7
2015-03-15 11:42:41.141|37.3505000|43.5241000|0|-24|Y?ld?r?m|26.5
2015-03-15 11:42:41.524|37.3792000|43.6029000|0|-10|Y?ld?r?m|19.3
2015-03-15 12:00:40.654|37.2603000|43.2934000|12|27|?im?ek|48.6
2015-03-15 12:00:41.087|37.2421000|43.4570000|0|12|Y?ld?r?m|35.9
2015-03-15 12:04:31.262|37.2883000|44.0548000|0|138|Y?ld?r?m|23.3
2015-03-15 12:46:13.294|37.3519000|44.1551000|0|14|Y?ld?r?m|29.6
2015-03-15 12:47:57.660|37.3567000|44.1739000|0|11|Y?ld?r?m|31.2
2015-03-15 12:55:09.439|37.3708000|44.1472000|0|116|Y?ld?r?m|28.7
2015-03-15 11:17:11.190|37.2994000|43.3034000|0|9|Y?ld?r?m|46.7
2015-03-15 11:17:11.229|37.3132000|43.2858000|0|-15|Y?ld?r?m|47.9
2015-03-15 11:17:11.284|37.3037000|43.2929000|0|-9|Y?ld?r?m|47.5
2015-03-16 14:08:30.341|37.2432000|43.9837000|0|-36|Y?ld?r?m|21.5
2015-03-16 14:08:30.725|37.2278000|43.9762000|0|-10|Y?ld?r?m|22.4
2015-03-16 14:08:30.740|37.5247000|43.7657000|0|25|Y?ld?r?m|16.0
2015-03-16 14:10:17.840|37.2790000|43.9538000|0|26|Y?ld?r?m|16.8
2015-03-16 14:14:14.170|37.2880000|43.9706000|0|-9|Y?ld?r?m|17.2
2015-03-16 14:14:14.209|37.3063000|43.5705000|0|9|Y?ld?r?m|23.9
2015-03-16 14:14:59.168|37.2696000|43.9752000|0|21|Y?ld?r?m|18.8
2015-03-16 14:16:32.373|37.2914000|43.9548000|0|22|Y?ld?r?m|15.9
2015-03-16 14:19:20.937|37.3408000|43.9558000|5|-4|?im?ek|12.9
2015-03-16 14:25:56.225|37.3217000|43.8756000|0|-18|Y?ld?r?m|8.7
2015-03-16 14:25:56.253|37.3529000|43.4350000|0|-9|Y?ld?r?m|34.3
2015-03-16 14:25:56.453|37.2376000|43.3223000|9|-7|?im?ek|47.0
2015-03-16 14:28:22.465|37.3169000|44.0474000|0|-18|Y?ld?r?m|21.4
2015-03-16 14:28:22.480|37.3009000|44.0644000|0|-9|Y?ld?r?m|23.4
2015-03-16 14:31:27.774|37.2380000|44.0642000|0|-9|Y?ld?r?m|27.0
2015-03-16 14:31:47.265|37.3383000|44.0505000|0|8|Y?ld?r?m|20.9
2015-03-16 14:31:47.289|37.3535000|44.0751000|0|-10|Y?ld?r?m|22.6
2015-03-16 14:31:47.587|37.5639000|43.7857000|0|-8|Y?ld?r?m|19.8
2015-03-16 14:33:10.541|37.3680000|44.0678000|0|-7|Y?ld?r?m|21.8
2015-03-16 14:33:10.571|37.3725000|44.0532000|0|10|Y?ld?r?m|20.4
2015-03-16 14:34:06.960|37.3744000|44.0543000|0|-12|Y?ld?r?m|20.5
2015-03-16 14:36:16.733|37.3903000|44.0661000|0|-17|Y?ld?r?m|21.5
2015-03-16 14:36:16.739|37.5889000|43.8873000|3|-8|?im?ek|23.1
2015-03-16 14:36:16.743|37.3829000|44.0708000|0|-8|Y?ld?r?m|21.9
2015-03-16 14:45:01.227|37.4476000|44.1099000|0|-8|Y?ld?r?m|26.2
2015-03-16 14:47:58.949|37.7520000|43.6782000|16|10|?im?ek|42.4
2015-03-16 14:47:59.066|37.6394000|43.7473000|0|-7|Y?ld?r?m|28.7
