Oraj?n Zaman? Y?l-Ay-G?n SA:DA:SN.SL|Enlem: WGS84 ondal?k derece|Boylam: WGS84 ondal?k derece|Oraj Y?kseklik Km.|Ak?m Miktar? kA|Oraj|Mesafe(KM)
2018-04-15 11:40:49.838|37.2573000|43.4086000|0|8|Y?ld?r?m|39.1
2018-04-15 11:40:50.454|37.3814000|43.3372000|0|-10|Y?ld?r?m|42.6
2018-04-15 11:42:43.857|37.1284000|43.8515000|0|12|Y?ld?r?m|28.9
2018-04-15 11:43:39.509|37.2503000|43.3932000|0|8|Y?ld?r?m|40.7
2018-04-15 11:43:39.518|37.2439000|43.4279000|0|-11|Y?ld?r?m|38.2
2018-04-15 11:43:39.533|37.2545000|43.3847000|0|10|Y?ld?r?m|41.2
2018-04-15 11:46:23.616|37.2397000|43.5026000|0|-28|Y?ld?r?m|32.5
2018-04-15 11:47:52.715|37.1217000|43.8711000|0|-38|Y?ld?r?m|29.9
2018-04-15 11:49:22.606|37.2409000|43.4367000|0|-11|Y?ld?r?m|37.6
2018-04-15 11:49:38.879|37.2175000|43.5923000|0|-9|Y?ld?r?m|27.7
2018-04-15 11:50:03.151|37.2410000|43.4500000|0|-17|Y?ld?r?m|36.5
2018-04-15 11:51:05.777|37.2950000|43.4052000|0|12|Y?ld?r?m|38.1
2018-04-15 11:52:04.753|37.2024000|43.3114000|0|-9|Y?ld?r?m|49.4
2018-04-15 11:53:06.455|36.9969000|43.7742000|0|-23|Y?ld?r?m|43.6
2018-04-15 11:53:22.773|37.2042000|43.3111000|0|-14|Y?ld?r?m|49.3
2018-04-15 11:54:08.499|37.0002000|43.5473000|0|-10|Y?ld?r?m|49.3
2018-04-15 11:55:02.177|36.9961000|43.5839000|0|15|Y?ld?r?m|48.3
2018-04-15 11:55:02.196|36.9919000|43.5629000|0|8|Y?ld?r?m|49.5
2018-04-15 11:55:42.330|37.8248000|43.7855000|26|-7|?im?ek|48.6
2018-04-15 11:58:44.174|37.1021000|44.0194000|0|16|Y?ld?r?m|36.2
2018-04-15 12:00:15.230|36.9779000|43.7771000|0|-13|Y?ld?r?m|45.7
2018-04-15 12:01:11.153|36.9953000|43.6613000|0|-44|Y?ld?r?m|45.8
2018-04-15 12:01:11.344|37.0109000|43.6447000|0|-9|Y?ld?r?m|44.6
2018-04-15 12:03:00.258|37.3101000|44.3560000|12|-7|?im?ek|47.8
2018-04-15 12:03:17.204|37.1841000|43.3331000|0|10|Y?ld?r?m|48.6
2018-04-15 12:03:22.931|37.1080000|44.0759000|0|-16|Y?ld?r?m|38.3
2018-04-15 12:03:30.584|37.2454000|43.3746000|0|-9|Y?ld?r?m|42.4
2018-04-15 12:03:30.620|37.1795000|43.3744000|0|12|Y?ld?r?m|45.7
2018-04-15 12:03:58.323|37.2749000|43.4960000|18|13|?im?ek|31.3
2018-04-15 12:04:16.965|37.1175000|44.0680000|0|34|Y?ld?r?m|37.0
2018-04-15 12:04:17.121|37.0975000|44.0861000|0|-20|Y?ld?r?m|39.7
2018-04-15 12:04:23.352|36.9997000|43.6644000|0|-39|Y?ld?r?m|45.2
2018-04-15 12:04:23.409|37.0071000|43.6525000|0|-28|Y?ld?r?m|44.8
2018-04-15 12:04:43.323|37.1092000|44.0844000|0|26|Y?ld?r?m|38.6
2018-04-15 12:04:43.365|37.1037000|44.0876000|0|-10|Y?ld?r?m|39.3
2018-04-15 12:04:55.839|37.0340000|44.0743000|0|-12|Y?ld?r?m|45.1
2018-04-15 12:05:02.454|37.0332000|43.7898000|19|13|?im?ek|39.5
2018-04-15 12:05:22.235|37.1178000|44.0371000|0|-14|Y?ld?r?m|35.5
2018-04-15 12:05:36.753|36.9951000|43.6790000|0|-14|Y?ld?r?m|45.4
2018-04-15 12:05:37.082|37.0132000|43.6015000|0|-11|Y?ld?r?m|45.9
2018-04-15 12:06:05.305|37.1466000|43.5683000|0|11|Y?ld?r?m|34.8
2018-04-15 12:06:05.940|37.2184000|43.4411000|0|-8|Y?ld?r?m|38.4
2018-04-15 12:06:15.112|37.0743000|44.0888000|0|19|?im?ek|42.0
2018-04-15 12:06:16.202|37.0222000|43.6615000|0|-10|Y?ld?r?m|43.0
2018-04-15 12:06:35.129|37.0030000|43.6593000|0|-13|Y?ld?r?m|45.0
2018-04-15 12:09:24.565|37.0508000|43.8268000|0|-15|Y?ld?r?m|37.4
2018-04-15 12:09:47.816|37.0983000|44.1365000|0|38|Y?ld?r?m|42.4
2018-04-15 12:09:47.862|37.1072000|44.1064000|0|7|Y?ld?r?m|40.0
2018-04-15 12:10:14.226|36.9706000|43.7611000|0|-13|Y?ld?r?m|46.6
2018-04-15 12:10:31.564|37.3293000|44.3587000|0|-8|Y?ld?r?m|47.7
2018-04-15 12:10:38.997|36.9908000|43.7447000|0|-20|Y?ld?r?m|44.6
2018-04-15 12:11:02.758|37.0375000|43.8370000|21|-12|?im?ek|38.9
2018-04-15 12:11:53.530|37.0640000|44.1893000|0|9|Y?ld?r?m|48.3
2018-04-15 12:11:58.517|36.9828000|43.6866000|0|-13|Y?ld?r?m|46.5
2018-04-15 12:12:13.594|36.9926000|43.7582000|0|-17|Y?ld?r?m|44.2
2018-04-15 12:12:50.065|36.9975000|43.6829000|0|5|Y?ld?r?m|45.0
2018-04-15 12:12:50.126|36.9988000|43.6840000|0|-14|Y?ld?r?m|44.8
2018-04-15 12:12:50.271|36.9979000|43.6851000|0|-14|Y?ld?r?m|44.9
2018-04-15 12:14:24.976|36.9950000|43.6711000|0|-10|Y?ld?r?m|45.6
2018-04-15 12:14:25.356|36.9877000|43.7024000|0|-19|Y?ld?r?m|45.6
2018-04-15 12:14:29.305|37.0271000|44.0614000|0|34|Y?ld?r?m|45.2
2018-04-15 12:14:47.164|37.0141000|43.6755000|0|9|Y?ld?r?m|43.4
2018-04-15 12:15:36.734|36.9974000|43.6682000|0|-10|Y?ld?r?m|45.4
2018-04-15 12:15:44.262|37.0628000|43.7515000|0|-10|Y?ld?r?m|36.6
2018-04-15 12:15:53.752|36.9873000|43.6690000|0|-20|Y?ld?r?m|46.4
2018-04-15 12:16:18.573|37.2537000|43.3455000|0|-24|Y?ld?r?m|44.5
2018-04-15 12:16:18.600|37.2547000|43.3452000|0|-11|Y?ld?r?m|44.5
2018-04-15 12:16:18.622|37.2504000|43.3508000|0|-13|Y?ld?r?m|44.2
2018-04-15 12:16:18.643|37.2517000|43.3460000|0|-8|Y?ld?r?m|44.5
2018-04-15 12:16:26.668|37.0493000|43.7529000|0|6|Y?ld?r?m|38.1
2018-04-15 12:16:31.208|36.9892000|43.6787000|0|-15|Y?ld?r?m|46.0
2018-04-15 12:16:39.936|37.0737000|44.1511000|0|44|Y?ld?r?m|45.3
2018-04-15 12:16:39.995|37.0252000|44.0430000|0|-9|Y?ld?r?m|44.7
2018-04-15 12:16:46.493|36.9908000|43.6745000|0|-21|Y?ld?r?m|45.9
2018-04-15 12:17:06.250|36.9867000|43.6797000|0|10|Y?ld?r?m|46.2
2018-04-15 12:17:29.078|37.0720000|44.1524000|0|39|Y?ld?r?m|45.6
2018-04-15 12:17:43.046|37.2680000|43.5133000|0|-54|Y?ld?r?m|30.2
2018-04-15 12:17:43.143|37.2716000|43.5070000|17|-11|?im?ek|30.6
2018-04-15 12:17:43.178|37.0524000|43.6586000|19|7|?im?ek|39.9
2018-04-15 12:19:32.984|37.0119000|43.7123000|0|-19|Y?ld?r?m|42.8
2018-04-15 12:19:32.996|37.0040000|44.0575000|0|-11|Y?ld?r?m|47.4
2018-04-15 12:19:33.192|37.0163000|43.7030000|0|-15|Y?ld?r?m|42.5
2018-04-15 12:20:09.102|37.0551000|43.7498000|0|-14|Y?ld?r?m|37.5
2018-04-15 12:20:09.654|37.0018000|43.7883000|0|-8|Y?ld?r?m|42.9
2018-04-15 12:20:11.045|36.9940000|43.6368000|0|-15|Y?ld?r?m|46.6
2018-04-15 12:20:14.044|36.9937000|44.0709000|0|-11|Y?ld?r?m|48.9
2018-04-15 12:20:14.072|36.9938000|44.0704000|0|-11|Y?ld?r?m|48.9
2018-04-15 12:20:25.875|36.9752000|43.6927000|0|-11|Y?ld?r?m|47.2
2018-04-15 12:20:37.341|37.0368000|43.7346000|0|-17|Y?ld?r?m|39.7
2018-04-15 12:20:37.373|37.0347000|43.7438000|0|-10|?im?ek|39.8
2018-04-15 12:21:20.235|37.0363000|43.7334000|0|-9|Y?ld?r?m|39.8
2018-04-15 12:21:32.970|36.9998000|43.6454000|21|-11|?im?ek|45.8
2018-04-15 12:21:45.660|37.0028000|43.6468000|0|-9|Y?ld?r?m|45.4
2018-04-15 12:21:45.861|37.0039000|43.6488000|0|-16|Y?ld?r?m|45.2
2018-04-15 12:22:08.429|36.9884000|43.6672000|0|-12|Y?ld?r?m|46.4
2018-04-15 12:22:08.497|36.9729000|43.6755000|0|-10|Y?ld?r?m|47.8
2018-04-15 12:22:16.531|37.0378000|43.5975000|0|5|Y?ld?r?m|43.6
2018-04-15 12:22:18.893|37.1171000|43.3994000|0|23|Y?ld?r?m|47.8
2018-04-15 12:22:19.120|37.0855000|43.4824000|0|-15|Y?ld?r?m|44.9
2018-04-15 12:23:28.824|37.0696000|44.1874000|0|15|Y?ld?r?m|47.8
2018-04-15 12:24:21.578|37.0570000|43.6687000|0|-10|Y?ld?r?m|39.1
2018-04-15 12:24:27.889|37.2843000|43.4907000|0|9|Y?ld?r?m|31.3
2018-04-15 12:24:36.491|37.0353000|43.6952000|0|-13|Y?ld?r?m|40.7
2018-04-15 12:24:36.661|36.9941000|43.6594000|0|7|Y?ld?r?m|46.0
2018-04-15 12:24:49.819|37.0540000|43.7863000|0|-11|Y?ld?r?m|37.2
2018-04-15 12:24:56.322|36.9744000|43.6735000|0|-10|Y?ld?r?m|47.7
2018-04-15 12:25:08.618|37.0496000|44.1764000|0|22|Y?ld?r?m|48.8
2018-04-15 12:25:12.229|36.9721000|43.7209000|0|8|Y?ld?r?m|47.0
2018-04-15 12:25:41.177|36.9944000|43.7476000|0|-12|Y?ld?r?m|44.2
2018-04-15 12:26:03.718|37.0273000|43.7828000|0|9|Y?ld?r?m|40.2
2018-04-15 12:26:46.267|37.0397000|43.7886000|0|12|Y?ld?r?m|38.7
2018-04-15 12:27:09.481|37.0778000|43.7685000|0|-23|Y?ld?r?m|34.7
2018-04-15 12:27:16.589|37.0206000|43.6677000|0|7|Y?ld?r?m|43.0
2018-04-15 12:27:16.674|36.9863000|43.6816000|0|-10|Y?ld?r?m|46.2
2018-04-15 12:27:20.385|37.0421000|43.8347000|0|-21|Y?ld?r?m|38.4
2018-04-15 12:28:42.528|37.0529000|43.7370000|0|-11|Y?ld?r?m|37.9
2018-04-15 12:28:44.061|37.1172000|43.4735000|0|-10|Y?ld?r?m|42.9
2018-04-15 12:28:54.160|37.0716000|43.7757000|0|-13|Y?ld?r?m|35.3
2018-04-15 12:28:58.897|37.0793000|44.2069000|0|24|Y?ld?r?m|48.2
2018-04-15 12:29:11.595|37.1004000|43.5330000|0|-10|Y?ld?r?m|40.8
2018-04-15 12:29:44.237|37.3067000|43.4265000|0|-9|Y?ld?r?m|35.9
2018-04-15 12:30:10.721|37.0118000|43.7305000|0|-10|Y?ld?r?m|42.5
2018-04-15 12:30:14.794|37.0119000|43.8747000|0|9|Y?ld?r?m|42.0
2018-04-15 12:30:57.179|37.1047000|43.4968000|0|12|Y?ld?r?m|42.5
2018-04-15 12:31:11.434|36.9606000|43.8144000|0|5|Y?ld?r?m|47.4
2018-04-15 12:31:40.869|36.9877000|43.7251000|0|-16|Y?ld?r?m|45.2
2018-04-15 12:31:40.952|36.9878000|43.7278000|0|-21|Y?ld?r?m|45.2
2018-04-15 12:32:38.950|37.0258000|44.0552000|0|44|Y?ld?r?m|45.1
2018-04-15 12:32:46.844|37.4868000|44.0101000|0|-11|Y?ld?r?m|19.9
2018-04-15 12:32:47.134|37.4861000|44.0120000|0|-8|Y?ld?r?m|20.0
2018-04-15 12:32:56.043|37.0082000|43.8443000|0|-10|Y?ld?r?m|42.2
2018-04-15 12:34:46.043|36.9961000|43.6946000|0|-9|Y?ld?r?m|44.9
2018-04-15 12:34:53.089|37.2818000|43.2754000|0|26|Y?ld?r?m|49.5
2018-04-15 12:35:02.301|36.9749000|43.8304000|11|5|?im?ek|45.8
2018-04-15 12:36:21.427|36.9547000|43.7645000|0|-31|Y?ld?r?m|48.3
2018-04-15 12:38:22.830|37.0003000|43.8916000|0|-11|Y?ld?r?m|43.4
2018-04-15 12:40:05.875|37.0001000|43.7838000|0|8|Y?ld?r?m|43.2
2018-04-15 12:41:06.599|37.0775000|43.5059000|0|-9|Y?ld?r?m|44.3
2018-04-15 12:41:06.921|37.1051000|43.5549000|0|8|Y?ld?r?m|39.2
2018-04-15 12:41:52.550|37.0851000|43.5728000|0|-10|Y?ld?r?m|40.1
2018-04-15 12:42:07.997|37.0479000|43.9308000|0|-20|Y?ld?r?m|38.9
2018-04-15 12:42:08.246|37.0365000|44.0174000|0|16|Y?ld?r?m|42.6
2018-04-15 12:43:32.984|37.0541000|43.5065000|0|-9|Y?ld?r?m|46.3
2018-04-15 12:43:33.007|37.0476000|43.5093000|0|-9|Y?ld?r?m|46.7
2018-04-15 12:44:58.422|37.0020000|43.7461000|0|-17|Y?ld?r?m|43.3
2018-04-15 12:45:38.176|37.0598000|43.5364000|0|23|Y?ld?r?m|44.2
2018-04-15 12:45:53.537|36.9828000|43.7198000|0|-16|Y?ld?r?m|45.8
2018-04-15 12:45:53.008|37.0063000|43.5618000|0|-12|Y?ld?r?m|48.1
2018-04-15 12:46:00.453|37.0348000|43.9627000|0|-14|Y?ld?r?m|41.1
2018-04-15 12:46:00.502|37.0398000|43.9579000|0|-16|Y?ld?r?m|40.4
2018-04-15 12:46:13.474|37.7895000|43.7357000|0|-15|Y?ld?r?m|45.2
2018-04-15 12:46:32.337|37.1669000|43.3605000|0|19|Y?ld?r?m|47.4
2018-04-15 12:46:32.355|37.1847000|43.4204000|0|12|Y?ld?r?m|41.9
2018-04-15 12:49:14.812|37.7979000|43.7507000|0|-14|Y?ld?r?m|46.0
2018-04-15 12:50:33.880|37.3347000|43.3183000|0|16|Y?ld?r?m|44.7
2018-04-15 12:50:34.015|37.3329000|43.3281000|0|9|Y?ld?r?m|43.9
2018-04-15 12:51:05.858|37.0143000|44.1278000|0|-10|Y?ld?r?m|49.4
2018-04-15 12:52:37.280|37.0347000|44.0589000|0|-30|Y?ld?r?m|44.4
2018-04-15 12:52:52.847|37.0772000|43.5438000|0|8|Y?ld?r?m|42.3
2018-04-15 12:54:25.149|37.0373000|43.8751000|0|9|Y?ld?r?m|39.2
2018-04-15 12:57:25.740|36.9945000|43.5927000|0|-26|Y?ld?r?m|48.1
2018-04-15 12:57:34.108|37.7873000|43.7949000|0|-10|Y?ld?r?m|44.4
2018-04-15 12:58:34.199|37.4906000|44.3060000|0|-7|Y?ld?r?m|44.1
2018-04-15 12:58:19.567|37.7836000|43.8091000|0|17|Y?ld?r?m|44.0
2018-04-15 12:59:06.405|37.7866000|43.8068000|0|-19|Y?ld?r?m|44.3
2018-04-15 12:59:36.927|37.1343000|43.3715000|0|8|Y?ld?r?m|48.6
2018-04-15 12:59:48.560|37.8075000|43.7619000|26|-11|?im?ek|46.9
2018-04-15 13:04:06.454|37.0549000|43.5913000|0|19|Y?ld?r?m|42.1
2018-04-15 13:04:06.563|37.1251000|43.6449000|0|26|Y?ld?r?m|33.1
2018-04-15 13:08:18.514|37.2534000|43.8425000|0|24|Y?ld?r?m|15.0
2018-04-15 13:08:19.225|37.1694000|43.4258000|0|-32|Y?ld?r?m|42.4
2018-04-15 13:08:19.284|37.1682000|43.4212000|0|-6|Y?ld?r?m|42.9
2018-04-15 13:10:05.587|37.0337000|43.6869000|0|27|Y?ld?r?m|41.1
2018-04-15 13:12:56.890|36.9986000|43.6203000|0|23|Y?ld?r?m|46.7
2018-04-15 13:12:57.603|36.9645000|43.9126000|0|-19|Y?ld?r?m|47.7
2018-04-15 13:12:57.654|37.2858000|43.4882000|0|-6|Y?ld?r?m|31.5
2018-04-15 13:17:51.478|37.1497000|43.4669000|0|8|Y?ld?r?m|40.9
2018-04-15 13:26:53.868|37.1521000|43.6834000|0|-33|Y?ld?r?m|28.9
2018-04-15 13:32:46.424|37.0626000|43.5049000|0|30|Y?ld?r?m|45.6
2018-04-15 13:39:07.313|37.0850000|43.5837000|0|37|Y?ld?r?m|39.6
2018-04-15 13:49:32.341|37.1532000|43.6246000|0|-11|Y?ld?r?m|31.3
2018-04-15 13:52:05.287|37.1252000|44.2775000|0|-9|Y?ld?r?m|49.6
2018-04-15 14:06:36.453|37.2650000|44.1670000|0|-6|Y?ld?r?m|33.3
2018-04-15 14:17:56.556|37.6754000|43.9110000|8|-11|?im?ek|32.9
2018-04-16 23:47:39.516|37.6365000|44.1925000|0|4|Y?ld?r?m|42.7
2018-04-16 23:47:39.516|37.6365000|44.1925000|0|4|Y?ld?r?m|42.7
2018-04-16 23:47:39.516|37.6365000|44.1925000|0|4|Y?ld?r?m|42.7
2018-04-20 22:49:02.647|37.4456000|43.4782000|0|-10|Y?ld?r?m|30.9
2018-04-21 06:44:32.460|37.5586000|43.3494000|0|-51|Y?ld?r?m|45.7
2018-04-21 06:58:59.572|37.4865000|43.3506000|0|-19|Y?ld?r?m|42.9
2018-04-21 07:43:30.268|37.3678000|43.5141000|0|-19|Y?ld?r?m|27.2
2018-04-21 08:06:05.100|37.3811000|43.5673000|0|9|Y?ld?r?m|22.4
2018-04-21 08:20:48.266|37.3569000|43.6156000|0|-16|Y?ld?r?m|18.5
2018-04-21 08:20:48.266|37.3569000|43.6156000|0|-16|Y?ld?r?m|18.5
2018-04-21 08:23:30.927|37.3592000|43.6113000|0|-9|Y?ld?r?m|18.8
2018-04-21 08:25:04.970|37.3557000|43.6064000|0|-25|Y?ld?r?m|19.3
2018-04-21 08:25:04.992|37.3633000|43.5977000|0|-15|Y?ld?r?m|19.9
2018-04-21 08:27:28.451|37.3921000|43.6000000|0|-15|Y?ld?r?m|19.5
2018-04-21 08:27:28.453|37.3644000|43.6901000|0|15|Y?ld?r?m|11.9
2018-04-21 08:30:21.038|37.4262000|43.5808000|0|-44|Y?ld?r?m|21.6
2018-04-21 08:30:21.001|37.3965000|43.6003000|0|10|Y?ld?r?m|19.5
2018-04-21 08:33:49.136|37.4244000|43.6457000|0|-9|Y?ld?r?m|16.0
2018-04-21 08:33:49.150|37.4240000|43.6582000|0|-10|Y?ld?r?m|14.9
2018-04-21 08:40:54.389|37.4344000|43.6508000|0|-9|Y?ld?r?m|15.9
2018-04-21 08:44:28.874|37.4540000|43.6857000|0|-11|Y?ld?r?m|14.1
2018-04-21 08:44:28.875|37.4503000|43.6781000|0|9|Y?ld?r?m|14.4
2018-04-21 08:52:48.697|37.3818000|43.3369000|0|-16|Y?ld?r?m|42.7
2018-04-21 08:54:14.207|37.3431000|43.5208000|0|-7|Y?ld?r?m|26.9
2018-04-21 09:05:25.497|37.4536000|43.4025000|16|-19|?im?ek|37.6
2018-04-21 09:05:37.074|37.4336000|43.2616000|0|39|Y?ld?r?m|49.6
2018-04-21 09:05:37.074|37.4213000|43.2671000|0|-88|Y?ld?r?m|49.0
2018-04-21 09:05:37.091|37.4336000|43.2600000|0|-5|Y?ld?r?m|49.7
2018-04-21 09:07:14.105|37.4522000|43.4021000|0|-19|Y?ld?r?m|37.6
2018-04-21 09:07:14.121|37.4749000|43.3494000|20|-9|?im?ek|42.7
2018-04-21 09:15:50.619|37.4982000|43.3164000|0|7|Y?ld?r?m|46.1
2018-04-21 09:24:00.334|37.3080000|43.5063000|16|-8|?im?ek|29.1
2018-04-21 09:25:18.634|37.4459000|43.3497000|0|-8|Y?ld?r?m|42.0
2018-04-21 09:25:18.985|37.4513000|43.3456000|0|-13|Y?ld?r?m|42.5
2018-04-21 09:25:36.055|37.3641000|43.2836000|0|9|Y?ld?r?m|47.4
2018-04-21 09:26:56.017|37.5031000|43.3379000|0|-10|Y?ld?r?m|44.5
2018-04-21 09:27:11.161|37.3400000|43.5189000|0|-9|Y?ld?r?m|27.2
2018-04-21 09:27:54.356|37.3434000|43.3551000|0|11|Y?ld?r?m|41.4
2018-04-21 09:28:47.419|37.4544000|43.3781000|0|-5|Y?ld?r?m|39.7
2018-04-21 09:28:47.716|37.4536000|43.3771000|16|-10|?im?ek|39.8
2018-04-21 09:31:29.837|37.3700000|43.3746000|0|-10|Y?ld?r?m|39.4
2018-04-21 09:34:00.208|37.3709000|43.3769000|0|30|Y?ld?r?m|39.2
2018-04-21 09:36:57.115|37.4422000|43.3555000|0|-27|Y?ld?r?m|41.5
2018-04-21 09:36:57.137|37.4962000|43.3125000|0|-7|Y?ld?r?m|46.4
2018-04-21 09:38:47.090|37.4104000|43.5692000|0|-11|Y?ld?r?m|22.4
2018-04-21 09:43:40.322|37.4550000|43.3853000|0|25|Y?ld?r?m|39.1
2018-04-21 09:44:01.222|37.4213000|43.6528000|0|7|Y?ld?r?m|15.3
2018-04-21 09:51:59.914|37.3663000|43.3214000|0|-25|Y?ld?r?m|44.1
2018-04-21 09:53:57.582|37.4140000|43.2847000|0|-12|Y?ld?r?m|47.4
2018-04-21 09:53:57.806|37.3875000|43.3143000|16|-9|?im?ek|44.7
2018-04-21 09:54:55.063|37.3825000|43.3285000|0|-13|Y?ld?r?m|43.4
2018-04-21 09:56:06.694|37.4193000|43.3076000|0|-29|Y?ld?r?m|45.4
2018-04-21 10:01:24.030|37.3895000|43.2755000|0|20|Y?ld?r?m|48.1
2018-04-21 10:01:24.649|37.4032000|43.2659000|0|-10|Y?ld?r?m|48.9
2018-04-21 10:09:11.792|37.4563000|43.3022000|0|-41|Y?ld?r?m|46.4
2018-04-21 10:11:00.961|37.1501000|44.0543000|15|16|?im?ek|33.4
2018-04-21 10:14:32.966|37.2521000|43.9247000|0|11|Y?ld?r?m|17.6
2018-04-21 10:14:33.126|37.3411000|43.7966000|0|17|Y?ld?r?m|5.6
2018-04-21 10:16:10.589|37.2646000|43.8910000|0|-16|Y?ld?r?m|15.0
2018-04-21 10:25:32.885|37.3217000|43.9274000|0|19|Y?ld?r?m|11.8
2018-04-21 10:27:52.741|37.3572000|43.9038000|0|-14|Y?ld?r?m|8.0
2018-04-21 10:30:00.397|37.3589000|43.9143000|10|-9|?im?ek|8.8
2018-04-21 10:31:59.745|37.3552000|44.1491000|0|-14|Y?ld?r?m|29.0
2018-04-21 10:32:32.757|37.5096000|43.6780000|0|145|Y?ld?r?m|18.5
2018-04-21 10:36:29.954|37.3773000|44.1963000|0|15|Y?ld?r?m|33.0
2018-04-21 10:41:16.332|37.4626000|44.0920000|0|-12|Y?ld?r?m|25.2
2018-04-21 11:04:32.680|37.0272000|44.1350000|0|17|Y?ld?r?m|48.6
2018-04-21 11:13:38.059|37.6182000|43.6066000|0|9|Y?ld?r?m|31.8
2018-04-21 11:31:12.907|37.0514000|43.6051000|0|14|Y?ld?r?m|41.9
2018-04-21 11:35:40.758|37.2414000|44.3438000|0|11|Y?ld?r?m|48.7
2018-04-21 11:39:40.803|37.6221000|43.5311000|24|-133|?im?ek|36.5
2018-04-21 11:48:59.438|37.6867000|43.6765000|0|-10|Y?ld?r?m|35.6
2018-04-21 11:58:49.751|37.5007000|44.1166000|10|12|?im?ek|28.8
2018-04-21 12:04:09.719|37.3621000|43.4035000|0|11|Y?ld?r?m|36.9
2018-04-21 12:04:09.729|37.3625000|43.3851000|0|26|Y?ld?r?m|38.5
2018-04-21 12:05:13.351|37.0399000|43.9416000|0|-13|Y?ld?r?m|40.0
2018-04-21 12:11:27.191|37.1795000|43.3321000|0|29|Y?ld?r?m|48.9
2018-04-21 12:11:27.191|37.1795000|43.3321000|0|29|Y?ld?r?m|48.9
2018-04-21 12:19:26.454|37.2794000|43.3621000|0|-25|Y?ld?r?m|42.2
2018-04-21 12:21:13.468|37.0505000|44.1312000|0|26|Y?ld?r?m|46.3
2018-04-21 12:21:24.262|37.2681000|43.3748000|0|-10|Y?ld?r?m|41.5
2018-04-21 12:21:24.272|37.2607000|43.3830000|0|-6|Y?ld?r?m|41.1
2018-04-21 12:23:24.958|37.0647000|43.7163000|0|10|Y?ld?r?m|37.0
2018-04-21 12:23:56.026|37.0501000|44.1307000|0|-10|Y?ld?r?m|46.3
2018-04-21 12:26:06.238|37.4286000|43.6636000|0|-37|Y?ld?r?m|14.6
2018-04-21 12:27:28.877|37.1473000|43.6625000|0|12|Y?ld?r?m|30.1
2018-04-21 12:28:05.391|37.2580000|43.6982000|0|-13|Y?ld?r?m|18.0
2018-04-21 12:29:18.572|37.3498000|43.4977000|0|16|Y?ld?r?m|28.8
2018-04-21 12:31:24.780|37.0027000|43.8073000|0|12|Y?ld?r?m|42.8
2018-04-21 12:33:55.317|37.0943000|44.2010000|0|29|Y?ld?r?m|46.6
2018-04-21 12:35:36.658|37.1076000|44.2126000|0|-14|Y?ld?r?m|46.4
2018-04-21 12:35:51.570|37.3701000|43.3718000|0|34|Y?ld?r?m|39.6
2018-04-21 12:38:23.943|37.0911000|43.8851000|0|-10|Y?ld?r?m|33.4
2018-04-21 12:38:56.281|37.3914000|43.3827000|0|7|Y?ld?r?m|38.6
2018-04-21 12:38:56.358|37.3642000|43.3953000|0|19|Y?ld?r?m|37.6
2018-04-21 12:39:54.433|37.1364000|44.2524000|12|11|?im?ek|47.1
2018-04-21 12:41:19.772|37.3979000|43.5793000|0|9|Y?ld?r?m|21.4
2018-04-21 12:41:20.140|37.4726000|43.4222000|0|7|Y?ld?r?m|36.4
2018-04-21 12:41:20.141|37.4134000|43.4442000|0|12|Y?ld?r?m|33.3
2018-04-21 12:42:39.546|37.1496000|43.9284000|0|-29|Y?ld?r?m|28.1
2018-04-21 12:44:42.293|37.5125000|43.3907000|10|-8|?im?ek|40.4
2018-04-21 12:45:41.265|37.2744000|44.2879000|0|-90|Y?ld?r?m|42.9
2018-04-21 12:48:17.975|37.3641000|43.6686000|0|-21|Y?ld?r?m|13.7
2018-04-21 12:48:20.042|37.1194000|43.9403000|0|10|Y?ld?r?m|31.6
2018-04-21 12:50:58.048|37.1963000|44.2936000|0|-9|Y?ld?r?m|46.6
2018-04-21 12:52:13.383|37.2267000|43.9226000|0|104|Y?ld?r?m|20.0
2018-04-21 12:52:13.400|37.2180000|43.9135000|0|27|Y?ld?r?m|20.5
2018-04-21 12:52:13.404|37.2268000|43.8995000|0|-8|Y?ld?r?m|19.1
2018-04-21 12:54:32.616|37.2966000|44.3735000|0|13|Y?ld?r?m|49.6
2018-04-21 12:57:19.199|37.5536000|43.6265000|0|-10|Y?ld?r?m|25.2
2018-04-21 12:57:19.272|37.5566000|43.6237000|0|-9|Y?ld?r?m|25.6
2018-04-21 13:01:47.786|37.3912000|43.3147000|13|-11|?im?ek|44.6
2018-04-21 13:01:47.914|37.4017000|43.3076000|0|-12|Y?ld?r?m|45.3
2018-04-21 13:12:23.261|37.4228000|44.0545000|0|28|Y?ld?r?m|20.8
2018-04-21 13:12:51.249|37.5042000|43.3145000|14|-11|?im?ek|46.5
2018-04-21 13:13:34.875|37.4081000|43.4886000|0|32|Y?ld?r?m|29.4
2018-04-21 13:18:59.967|37.4315000|43.2589000|0|-36|Y?ld?r?m|49.8
2018-04-21 13:21:09.158|37.4653000|43.5158000|0|18|Y?ld?r?m|28.3
2018-04-21 13:21:48.536|37.2898000|43.2880000|0|8|Y?ld?r?m|48.2
2018-04-21 13:22:51.404|37.4585000|43.2741000|0|-12|?im?ek|48.8
2018-04-21 13:23:37.448|37.3796000|43.2648000|0|58|Y?ld?r?m|49.0
2018-04-21 13:23:37.461|37.3901000|43.2560000|0|-10|Y?ld?r?m|49.8
